name,salary_from,salary_to,currency,area_name,published_at
Инженер отдела управления проектами (по системам безопасности),,,,Москва,2022-12-15T08:56:11+0300
Механик (дорожно-строительная техника),75000,75000,RUR,,2022-12-15T08:53:15+0300
Токарь,,,,Таганрог,2022-12-15T08:57:30+0300
Руководитель приоритетных инвестиционных проектов,,,,Нижний Новгород,2022-12-15T08:39:33+0300
Оператор станков с ПУ,50000,60000,RUR,,2022-12-15T08:26:42+0300
Токарь-универсал,54000,,RUR,,2022-12-15T08:02:47+0300
Руководитель департамента по планированию и межзаводской кооперации,,,,,2022-12-15T08:49:44+0300
Главный системный аналитик,,,,,2022-12-15T08:39:36+0300
Токарь,35000,50000,RUR,Бийск,2022-12-15T08:01:37+0300
Руководитель направления Presale (сфера ИБ),150000,,RUR,Екатеринбург,2022-12-15T08:16:57+0300
Ruby-разработчик,,300000,RUR,,2022-12-15T08:39:33+0300
Старший инженер-механик,,94000,RUR,,2022-12-15T08:36:29+0300
Старший системный администратор,,,,,2022-12-15T08:39:49+0300
Токарь-расточник,20000,80000,RUR,Сызрань,2022-12-15T08:53:01+0300
Fullstack .Net Developer / Angular,,,,Москва,2022-12-15T08:38:25+0300
Senior Frontend разработчик,,,,,2022-12-15T08:34:24+0300
Руководитель группы отдела сопровождения проектов,36000,,RUR,Сызрань,2022-12-15T08:53:00+0300
Нагревальщик металла 4 разряда,50000,,RUR,Челябинск,2022-12-15T08:45:21+0300
Техник по эксплуатации,42000,,RUR,,2022-12-15T08:11:33+0300
Ученик мастера по ремонту бытовой техники,45000,60000,RUR,Воронеж,2022-12-15T08:49:19+0300
Программист 1С,100000,,RUR,Тюмень,2022-12-15T08:41:30+0300
Техник по обслуживанию,45000,,RUR,Челябинск,2022-12-15T08:08:22+0300
Программист 1С (удалённо),,150000,RUR,,2022-12-15T08:55:55+0300
Токарь-карусельщик,25000,85000,RUR,Сызрань,2022-12-15T08:52:59+0300
Fullstack .Net Developer / Angular,,,,Томск,2022-12-15T08:33:16+0300
Токарь-карусельщик (сварочное производство),,,,Екатеринбург,2022-12-15T08:21:14+0300
Fullstack .Net Developer / Angular,,,,Пенза,2022-12-15T08:30:34+0300
Фрезеровщик,30000,40000,RUR,Бийск,2022-12-15T08:01:29+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000,,RUR,,2022-12-15T08:40:13+0300
Инженер-электроник,62000,,RUR,Балашиха,2022-12-15T08:28:45+0300
Токарь-универсал,,50000,RUR,Миасс,2022-12-15T08:15:19+0300
Токарь-полуавтоматчик,35000,40000,RUR,Омск,2022-12-15T08:02:51+0300
Техник по эксплуатации,42000,,RUR,,2022-12-15T08:11:50+0300
Инженер по ремонту сельскохозяйственной техники,,67000,RUR,,2022-12-15T08:08:12+0300
Сверловщик (сварочное производство),,,,Екатеринбург,2022-12-15T08:21:25+0300
Инженер-механик службы сервиса по спецтехнике,,,,,2022-12-15T08:22:55+0300
Ведущий инженер-программист,,130000,RUR,Тверь,2022-12-15T08:59:35+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000,,RUR,,2022-12-15T08:40:51+0300
Программист 1С,,,,Красноярск,2022-12-15T08:20:08+0300
Программист 1C (аккредитованная ИТ-компания),100000,150000,RUR,,2022-12-15T08:13:13+0300
Senior Frontend разработчик,,,,,2022-12-15T08:34:28+0300
Инженер-механик,,75400,RUR,,2022-12-15T08:44:26+0300
Fullstack .Net Developer / Angular,,,,Санкт-Петербург,2022-12-15T08:36:35+0300
Мастер слесарного цеха,40000,60000,RUR,,2022-12-15T08:43:11+0300
Инженер системно-технической поддержки,24000,24000,RUR,,2022-12-15T08:50:16+0300
Senior Java Developer,,,,Минск,2022-12-15T08:57:02+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000,,RUR,,2022-12-15T08:40:35+0300
"Веб-программист 1c-Bitrix, Bitrix24",150000,,RUR,,2022-12-15T08:39:53+0300
Администратор баз данных (DBA),,,,,2022-12-15T08:39:39+0300
Инженер-механик,1100,,BYR,Гомель,2022-12-15T08:46:49+0300
Fullstack .Net Developer / Angular,,,,Уфа,2022-12-15T08:40:35+0300
Начинающий лингвист-аналитик,25000,,RUR,Пермь,2022-12-15T09:21:41+0300
Трейдер (фьючерсы MOEX),30000,,RUR,Москва,2022-12-15T09:17:35+0300
"Инженер-наладчик, инженер по наладке и испытаниям (Бангладеш, Турция)",130000,200000,RUR,,2022-12-15T09:32:17+0300
Реквизитор бутафор / крафтер,40000,,RUR,Казань,2022-12-15T09:46:38+0300
Начинающий IT специалист,50000,,RUR,,2022-12-15T09:12:44+0300
Системный администратор,10000,,RUR,Саратов,2022-12-15T09:24:17+0300
Младший аналитик,,,,Алматы,2022-12-15T09:53:39+0300
Оператор станка с ЧПУ,30000,,RUR,Оренбург,2022-12-15T09:38:17+0300
"Руководитель проектов (в сфере обучения, развития HR бренда, коммуникаций)",,,,,2022-12-15T09:35:12+0300
QA Engineer,,,,,2022-12-15T09:29:56+0300
Коммуникационный дизайнер,,,,Москва,2022-12-15T09:49:23+0300
"Дизайнер в сеть корейской кухни ""Миринэ""",50000,60000,RUR,Владивосток,2022-12-15T09:28:02+0300
Специалист технической поддержки,,,,Москва,2022-12-15T09:11:01+0300
Программист,40000,45000,RUR,Киров,2022-12-15T09:58:28+0300
Таргетолог,80000,160000,KZT,Астана,2022-12-15T09:09:38+0300
Дизайнер,80460,,RUR,Москва,2022-12-15T09:50:39+0300
Инженер по обслуживанию домофонов,45000,,RUR,Набережные Челны,2022-12-15T09:57:33+0300
Специалист Atlassian,1000,3000,USD,Ташкент,2022-12-15T09:47:03+0300
IT System Specialist,,,,,2022-12-15T09:02:31+0300
Системный администратор,70000,70000,RUR,Краснодар,2022-12-15T09:48:22+0300
Инженер в техническое подразделение (1732),80000,,RUR,,2022-12-15T09:47:01+0300
"Тестировщик, ITSM продукт",,,,,2022-12-15T09:08:46+0300
Product Manager (Billing),,,,,2022-12-15T09:37:01+0300
Рабочий на экструзионное производство,53000,59000,RUR,посёлок Индустриальный,2022-12-15T09:06:14+0300
Графический дизайнер,80000,,RUR,Санкт-Петербург,2022-12-15T09:15:44+0300
Помощник медицинского техника,,194000,KZT,Экибастуз,2022-12-15T09:37:59+0300
Программист,40000,,RUR,Краснодар,2022-12-15T09:02:40+0300
Руководитель проектов,75000,,RUR,,2022-12-15T09:27:23+0300
Владелец продукта,,,,,2022-12-15T09:10:49+0300
Системный аналитик,200000,280000,RUR,,2022-12-15T09:42:10+0300
Копирайтер / Редактор / Оператор обработки текста и ввода данных (удаленно),,80000,RUR,Мурино,2022-12-15T09:06:50+0300
Специалист по противодействию иностранным техническим разведкам 1 категории,,,,Тверь,2022-12-15T09:30:25+0300
Релиз-инженер (DevOps),60000,80000,RUR,Красноярск,2022-12-15T09:33:11+0300
Программист BackEnd,150000,350000,KZT,Усть-Каменогорск,2022-12-15T09:39:32+0300
Владелец продукта,,,,Нижний Новгород,2022-12-15T09:10:49+0300
Графический дизайнер,120000,120000,KZT,Шымкент,2022-12-15T09:15:52+0300
Инженер-программист (C++/Qt),30000,50000,RUR,Тула,2022-12-15T09:15:54+0300
Бизнес аналитик (E-commerce),,,,,2022-12-15T09:12:31+0300
Наладчик оборудования,62000,,RUR,,2022-12-15T09:39:55+0300
Оператор станка с ЧПУ,80000,,RUR,,2022-12-15T09:58:07+0300
Специалист технической поддержки со знанием английского языка / Technical support specialist,40000,,RUR,Екатеринбург,2022-12-15T09:19:36+0300
Фрезеровщик,,,,,2022-12-15T09:36:56+0300
Механик сервиса,60000,75000,RUR,посёлок Новая Ольховка,2022-12-15T09:52:24+0300
Мастер-стажер / сервисный инженер по ремонту компьютеров,80000,,RUR,,2022-12-15T09:13:41+0300
Веб-разработчик (back-end),,,,Тула,2022-12-15T09:58:52+0300
Специалист технической поддержки (администрирование),,,,Ростов-на-Дону,2022-12-15T09:19:06+0300
